,0,COOL,LIGHTING,DISCOMFORT,T_m,T_a
151,0.984407631462,0.0,0.40131,0.0,19.9501275787,2.8
152,0.495047340836,0.0,0.0,0.0,20.0711084597,2.9
153,0.976340735174,0.0,0.0,0.0,19.9197117533,2.9
154,0.489529987692,0.0,0.0,0.0,20.1065284842,3.1
155,0.478226191936,0.0,0.0,0.0,20.0987490562,3.8
156,0.0,0.0,0.0,0.0,20.0099635193,4.8
157,0.96489538424,0.0,0.0,0.0,19.9933624132,5.2
158,0.480230778814,0.0,0.0,0.0,20.1302074878,5.0
159,0.964852323296,0.0,0.40131,0.0,19.99605066,4.9
160,0.475441403449,0.0,0.40131,0.0,20.0001182973,4.8
161,1.46968545657,0.0,0.40131,0.0,19.9611692469,4.5
162,0.975754437978,0.0,0.40131,0.0,19.9446704446,3.9
163,0.489318444877,0.0,0.0,0.0,20.1001488797,4.2
164,0.48973910858,0.0,0.0,0.0,20.0189325918,4.2
165,0.982954349322,0.0,0.0,0.0,19.9306016509,3.8
166,0.494233974218,0.0,0.0,0.0,20.0804521142,3.7
167,0.956232332005,0.0,0.0,0.0,19.9777835234,3.5
168,0.485522646698,0.0,0.0,0.0,20.1089079371,3.3
169,0.490573215115,0.0,0.0,0.0,20.0040226448,3.0
170,0.973921718448,0.0,0.0,0.0,20.1315300367,2.9
171,0.485474608885,0.0,0.0,0.0,20.019760946,2.8
172,0.968055544029,0.0,0.0,0.0,20.138164269,2.6
173,0.484833300211,0.0,0.0,0.0,20.0179896427,2.4
174,0.969848662626,0.0,0.0,0.0,20.1333085503,2.4
175,0.98067387729,0.0,0.40131,0.0,19.9537082473,2.3
176,0.496245794798,0.0,0.0,0.0,20.0642872752,2.4
177,0.0,0.0,0.0,0.0,20.2669085186,2.3
178,0.0,0.0,0.0,0.0,21.343357216,2.5
179,0.0,0.0,0.0,0.0,24.1204169196,3.0
180,0.0,-1.36811270341,0.0,0.0,26.6585861294,3.9
181,0.0,-4.29372802838,0.0,0.0,26.2192595488,4.6
182,0.0,-2.29219658013,0.0,0.0,26.1724225418,5.2
183,0.0,0.0,0.0,0.0,25.4073019486,4.7
184,0.0,0.0,0.40131,0.0,24.7262343896,3.4
185,0.0,0.0,0.40131,0.0,23.9747934271,3.1
186,0.0,0.0,0.40131,0.0,23.2839616029,1.8
187,0.0,0.0,0.0,0.0,22.8282748999,0.4
188,0.0,0.0,0.0,0.0,22.3736970823,0.0
189,0.0,0.0,0.0,0.0,21.9162234831,-0.6
190,0.0,0.0,0.0,0.0,21.4758246948,-0.2
191,0.0,0.0,0.0,0.0,21.0521607079,0.2
192,0.0,0.0,0.0,0.0,20.6389244048,0.3
193,0.0,0.0,0.0,0.0,20.2299342611,0.1
194,0.49361230821,0.0,0.0,0.0,20.0635657756,-0.1
195,0.961251098291,0.0,0.0,0.0,20.1220891435,-0.2
196,0.982159096027,0.0,0.0,0.0,19.9536287165,-0.3
197,0.479788127284,0.0,0.0,0.0,20.0045230967,-0.7
198,0.990651078762,0.0,0.0,0.0,20.0703864739,-0.6
199,0.979276576464,0.0,0.40131,0.0,20.0505295678,-0.7
200,0.993280130019,0.0,0.0,0.0,20.0184060235,-0.5
201,0.980870153191,0.0,0.0,0.0,20.0930943239,-0.3
202,0.974046560652,0.0,0.0,0.0,19.9848685029,-0.1
203,0.491778734383,0.0,0.0,0.0,19.9328850625,0.1
204,0.491940617688,0.0,0.0,0.0,20.0911881404,0.3
205,0.970207802899,0.0,0.0,0.0,19.9269357328,0.9
206,0.475437597918,0.0,0.0,0.0,20.0599414862,1.2
207,0.977101230808,0.0,0.0,0.0,20.0682478093,0.5
208,1.46693294786,0.0,0.40131,0.0,19.9195357824,0.1
209,1.47490639867,0.0,0.40131,0.0,19.9436283799,0.1
210,0.996164324377,0.0,0.40131,0.0,20.0292704828,-0.3
211,0.977686878756,0.0,0.0,0.0,20.0943836234,-0.3
212,0.9716638918,0.0,0.0,0.0,19.9202526926,-0.1
213,0.96148484502,0.0,0.0,0.0,19.9942392487,0.1
214,0.492817022351,0.0,0.0,0.0,20.0688546889,0.4
215,0.980468865101,0.0,0.0,0.0,19.9079257626,0.4
216,0.962907423719,0.0,0.0,0.0,19.9942679569,0.6
217,0.492436506294,0.0,0.0,0.0,20.070686879,0.5
218,0.9784022273,0.0,0.0,0.0,19.9133661449,0.6
219,0.4850412028,0.0,0.0,0.0,20.0002551854,0.7
220,0.986335916616,0.0,0.0,0.0,20.0900084858,0.7
221,0.967611807951,0.0,0.0,0.0,19.9357983763,0.9
222,0.479412676839,0.0,0.0,0.0,20.0228405041,1.0
223,0.974861952106,0.0,0.0,0.0,20.1106120426,0.9
224,0.969799481503,0.0,0.0,0.0,19.9897994019,1.2
225,0.490701353652,0.0,0.0,0.0,19.9371945854,1.5
226,0.4798640174,0.0,0.0,0.0,19.9805439304,2.0
227,0.0,0.0,0.0,0.0,20.0868780628,2.6
228,0.480044113572,0.0,0.0,0.0,20.1764014547,2.9
229,0.0,0.0,0.0,0.0,20.7311536212,3.4
230,0.0,0.0,0.0,0.0,20.4664413257,3.2
231,0.0,0.0,0.0,0.0,20.142268951,3.1
232,0.482316418645,0.0,0.0,0.0,20.0327505597,3.0
233,0.980800029167,0.0,0.0,0.0,19.9289813633,3.1
234,0.475891816221,0.0,0.0,0.0,20.0551037124,3.0
235,0.973468703189,0.0,0.0,0.0,19.9385735566,2.6
236,0.495503562657,0.0,0.0,0.0,20.071999885,2.9
237,0.964411976345,0.0,0.0,0.0,19.9569858711,2.8
238,0.492642680352,0.0,0.0,0.0,20.0804991932,2.6
239,0.961684523835,0.0,0.0,0.0,19.960442173,2.6
240,0.490771940954,0.0,0.0,0.0,20.0885456319,2.9
241,0.971837025106,0.0,0.0,0.0,19.9921013503,3.3
242,0.483173367093,0.0,0.0,0.0,20.1161198345,3.1
243,0.489038445527,0.0,0.0,0.0,20.0083619236,2.9
244,0.97384199702,0.0,0.0,0.0,20.1277820165,2.5
245,0.965166052938,0.0,0.0,0.0,19.9959519221,1.7
246,0.489452021732,0.0,0.0,0.0,20.0846342494,1.2
247,0.962347394309,0.0,0.40131,0.0,20.0986412211,1.0
248,0.967015480308,0.0,0.40131,0.0,20.0688943006,1.2
249,0.0,0.0,0.0,0.0,20.2726679343,1.8
250,0.0,0.0,0.0,0.0,20.560179097,2.4
251,0.0,0.0,0.0,0.0,20.151273679,2.8
252,0.977186944355,0.0,0.0,0.0,19.9567764227,3.0
253,0.476347148694,0.0,0.0,0.0,20.0272518254,3.2
254,0.984707680324,0.0,0.0,0.0,19.9199621636,3.3
255,0.965916302745,0.0,0.0,0.0,19.9827223897,3.0
256,0.982756305647,0.0,0.40131,0.0,19.9199512877,2.6
257,1.00165896177,0.0,0.40131,0.0,20.0254477231,1.9
258,1.47551362961,0.0,0.40131,0.0,19.9304796294,1.5
259,0.478567967346,0.0,0.0,0.0,20.0337847301,1.8
260,0.964440708489,0.0,0.0,0.0,20.1382279696,2.0
261,0.485818187401,0.0,0.0,0.0,20.0105603076,2.0
262,0.974758031217,0.0,0.0,0.0,20.1224142,2.1
263,0.966932240393,0.0,0.0,0.0,19.9932006226,1.8
264,0.488175786124,0.0,0.0,0.0,20.0916049694,1.7
265,0.962613412138,0.0,0.0,0.0,19.9506923927,1.6
266,0.498121724437,0.0,0.0,0.0,20.0558223975,1.5
267,0.979825704746,0.0,0.0,0.0,19.9179478988,1.5
268,0.482293727569,0.0,0.0,0.0,20.0168190612,1.4
269,0.975724068021,0.0,0.0,0.0,20.1130873412,1.3
270,0.974838139715,0.0,0.0,0.0,19.9758138196,1.3
271,0.956253702713,0.0,0.40131,0.0,19.9910256107,1.1
272,0.489961323185,0.0,0.0,0.0,20.0838815185,1.6
273,0.0,0.0,0.0,0.0,20.6033593439,1.9
274,0.0,0.0,0.0,0.0,22.9341252927,2.6
275,0.0,0.0,0.0,0.0,25.4146845671,3.4
276,0.0,-2.44910141093,0.0,0.0,26.2496831068,3.9
277,0.0,-3.91543837041,0.0,0.0,26.0805364672,4.1
278,0.0,-1.32046760283,0.0,0.0,25.7290551174,4.3
279,0.0,0.0,0.0,0.0,25.19524709,3.4
280,0.0,0.0,0.40131,0.0,24.4707826282,2.0
281,0.0,0.0,0.40131,0.0,23.6458992004,1.0
282,0.0,0.0,0.40131,0.0,22.9002846594,-0.1
283,0.0,0.0,0.0,0.0,22.4422816237,-0.1
284,0.0,0.0,0.0,0.0,21.9874248911,-0.4
285,0.0,0.0,0.0,0.0,21.5376431026,-0.6
286,0.0,0.0,0.0,0.0,21.1067742515,-0.1
287,0.0,0.0,0.0,0.0,20.6844852612,-0.1
288,0.0,0.0,0.0,0.0,20.2745878674,0.1
289,0.481493133422,0.0,0.0,0.0,20.1074494026,0.2
290,0.986780284866,0.0,0.0,0.0,19.9466352501,0.0
291,0.479307596575,0.0,0.0,0.0,20.0142002335,0.1
292,0.983242334283,0.0,0.0,0.0,20.0882548377,0.0
293,0.975116037963,0.0,0.0,0.0,19.913043737,-0.2
294,0.963698124735,0.0,0.0,0.0,19.990656016,0.2
295,0.956534184028,0.0,0.40131,0.0,19.9858049462,0.4
296,0.960414664989,0.0,0.0,0.0,19.9771675294,0.6
297,0.500603680703,0.0,0.0,0.0,20.0364735677,0.6
298,0.965157432293,0.0,0.0,0.0,19.9763575393,0.9
299,0.487785422097,0.0,0.0,0.0,20.0987432751,1.1
300,0.972027794422,0.0,0.0,0.0,19.9165519339,1.5
301,0.475365623422,0.0,0.0,0.0,20.0692668512,1.8
302,0.964440602079,0.0,0.0,0.0,20.1054345814,1.4
303,0.955670458034,0.0,0.0,0.0,20.1036652152,1.4
304,1.46213329027,0.0,0.40131,0.0,19.9956267162,1.1
305,0.984352026784,0.0,0.40131,0.0,20.0371388908,0.8
306,1.48078957351,0.0,0.40131,0.0,19.910522209,0.6
307,0.963287543094,0.0,0.0,0.0,19.992490328,0.4
308,0.493569733623,0.0,0.0,0.0,20.06572099,0.3
309,0.982531211277,0.0,0.0,0.0,19.9032959431,0.3
310,0.967661636458,0.0,0.0,0.0,19.9832808566,0.2
311,0.49631095784,0.0,0.0,0.0,20.0551321854,0.1
312,0.964204396954,0.0,0.0,0.0,20.1192238623,0.0
313,0.981331312702,0.0,0.0,0.0,19.9567745006,0.0
314,0.477603076381,0.0,0.0,0.0,20.0181294735,-0.1
315,0.982868694597,0.0,0.0,0.0,20.0859543603,-0.3
316,0.976791747156,0.0,0.0,0.0,19.9091314232,-0.3
317,0.968160595333,0.0,0.0,0.0,19.980211779,-0.2
318,0.498846524291,0.0,0.0,0.0,20.0437577808,-0.4
319,0.988595255203,0.0,0.40131,0.0,20.0414895761,-0.2
320,1.47954041073,0.0,0.40131,0.0,19.992663109,-0.3
321,0.957219854677,0.0,0.0,0.0,19.9834156793,-0.1
322,0.956202052233,0.0,0.0,0.0,19.988858062,0.2
323,0.500337425268,0.0,0.0,0.0,20.0345631719,0.6
324,1.00085988117,0.0,0.0,0.0,20.0059417059,0.4
325,1.47786582995,0.0,0.0,0.0,19.9389375903,0.3
326,0.985289512787,0.0,0.0,0.0,19.9265475456,0.2
327,1.00326070363,0.0,0.40131,0.0,19.8834938164,0.2
328,1.45927284101,0.0,0.40131,0.0,19.9886550563,0.2
329,1.47444642686,0.0,0.40131,0.0,19.9985278915,-0.2
330,0.978191115941,0.0,0.40131,0.0,20.0532122524,-0.7
331,0.968005173693,0.0,0.0,0.0,20.1072245817,-0.6
332,0.994063577851,0.0,0.0,0.0,19.9277311792,-1.0
333,0.965623297935,0.0,0.0,0.0,19.9811869825,-0.9
334,0.499384132703,0.0,0.0,0.0,20.0408746788,-0.6
335,0.974712790223,0.0,0.0,0.0,20.0943744462,-0.8
336,0.976533961604,0.0,0.0,0.0,19.9047942199,-0.9
337,0.974949603746,0.0,0.0,0.0,19.9638329297,-0.9
338,0.479070133512,0.0,0.0,0.0,20.0010172982,-1.3
339,0.997127989118,0.0,0.0,0.0,20.050156222,-1.6
340,0.978149949073,0.0,0.0,0.0,20.0732724054,-2.4
341,0.971760027069,0.0,0.0,0.0,20.0749420636,-3.3
342,0.970983449214,0.0,0.0,0.0,20.0762053233,-3.3
343,0.991145427825,0.0,0.40131,0.0,20.0021212582,-3.1
344,0.998208592026,0.0,0.0,0.0,20.0454240631,-2.8
345,0.0,0.0,0.0,0.0,20.7080564453,-1.9
346,0.0,0.0,0.0,0.0,21.3239997899,-1.2
347,0.0,0.0,0.0,0.0,21.65999433,-0.3
348,0.0,0.0,0.0,0.0,21.9270236149,0.5
349,0.0,0.0,0.0,0.0,21.5049676227,0.5
350,0.0,0.0,0.0,0.0,21.0971345504,0.4
351,0.0,0.0,0.40131,0.0,20.5527631023,0.4
352,0.494505858336,0.0,0.40131,0.0,19.9219765667,0.1
353,1.47352324762,0.0,0.40131,0.0,19.9452145822,0.1
354,0.995524451394,0.0,0.40131,0.0,20.0303071803,-0.3
355,0.978173962811,0.0,0.0,0.0,20.0916524319,-0.5
356,0.976580595883,0.0,0.0,0.0,19.9063128751,-0.7
357,0.971460409175,0.0,0.0,0.0,19.9724661299,-0.5
358,0.499773809077,0.0,0.0,0.0,20.0415183786,-0.2
359,0.971990236835,0.0,0.0,0.0,20.1036503544,-0.3
360,0.990692179637,0.0,0.0,0.0,19.9377506629,-0.3
361,0.959395540299,0.0,0.0,0.0,19.9943808436,-0.6
362,0.498026650057,0.0,0.0,0.0,20.0436152472,-1.0
363,0.974407383618,0.0,0.0,0.0,20.0929323998,-1.0
364,0.955831079438,0.0,0.0,0.0,20.1144256534,-1.9
365,1.0022178744,0.0,0.0,0.0,19.9039954268,-2.6
366,0.991786674288,0.0,0.0,0.0,19.9201944774,-3.2
367,0.987176380571,0.0,0.40131,0.0,20.0666958236,-3.8
368,0.974483545272,0.0,0.0,0.0,20.0714642085,-3.8
369,0.0,0.0,0.0,0.0,20.4678008037,-3.3
370,0.0,0.0,0.0,0.0,20.8414973202,-3.1
371,0.0,0.0,0.0,0.0,20.5551354859,-2.7
372,0.0,0.0,0.0,0.0,20.1023703108,-2.6
373,0.0,0.0,0.0,0.0,20.6436850055,-2.4
374,0.0,0.0,0.0,0.0,20.3143888036,-2.5
375,0.978796335788,0.0,0.0,0.0,19.9941849145,-2.8
376,1.48406691788,0.0,0.40131,0.0,19.9807921636,-3.2
377,1.5142456166,0.0,0.40131,0.0,19.8428728914,-3.9
378,1.46094678134,0.0,0.40131,0.0,20.038735426,-3.9
379,0.991216011998,0.0,0.0,0.0,20.0365070204,-4.0
380,0.99225246994,0.0,0.0,0.0,20.0348210136,-4.0
381,0.994490548285,0.0,0.0,0.0,20.0282720528,-4.3
382,0.996567283406,0.0,0.0,0.0,20.026832678,-4.1
383,0.998206018089,0.0,0.0,0.0,20.0222280958,-4.3
384,1.0013169284,0.0,0.0,0.0,20.0152287245,-4.5
385,1.004087787,0.0,0.0,0.0,20.0116907928,-4.4
386,1.00621795324,0.0,0.0,0.0,20.0072562243,-4.5
387,1.00828052377,0.0,0.0,0.0,20.0039010396,-4.5
388,1.46021834383,0.0,0.0,0.0,19.979914902,-4.8
389,0.973840009423,0.0,0.0,0.0,19.9439561342,-5.0
390,0.988461061037,0.0,0.0,0.0,19.9167498098,-5.0
391,0.998805391385,0.0,0.0,0.0,19.898036612,-4.9
392,0.967650766884,0.0,0.0,0.0,19.984903255,-4.4
393,0.0,0.0,0.0,0.0,20.3242252755,-4.3
394,0.0,0.0,0.0,0.0,20.9667525175,-3.8
395,0.0,0.0,0.0,0.0,21.6968507482,-3.6
396,0.0,0.0,0.0,0.0,22.5860001503,-3.0
397,0.0,0.0,0.0,0.0,22.9335045904,-2.9
398,0.0,0.0,0.0,0.0,22.6386736563,-2.8
399,0.0,0.0,0.0,0.0,22.1975673651,-3.2
400,0.0,0.0,0.0,0.0,21.6917735604,-3.4
401,0.0,0.0,0.0,0.0,21.1861489759,-3.7
402,0.0,0.0,0.0,0.0,20.6905928579,-3.7
403,0.0,0.0,0.0,0.0,20.196939542,-4.1
404,0.974801059006,0.0,0.0,0.0,19.9469842722,-4.1
405,0.984358101646,0.0,0.0,0.0,19.9265250813,-4.6
406,0.99698448226,0.0,0.0,0.0,19.8998194191,-5.2
407,0.985743846033,0.0,0.0,0.0,20.0810755632,-6.8
408,1.48298417899,0.0,0.0,0.0,19.9665903944,-9.8
409,1.00438521165,0.0,0.0,0.0,19.8683881868,-8.5
410,0.971742503514,0.0,0.0,0.0,20.0361935383,-7.3
411,1.47899056771,0.0,0.0,0.0,19.9152479366,-9.7
412,1.44679596586,0.0,0.0,0.0,19.9987907414,-11.2
413,0.97511988163,0.0,0.0,0.0,20.0616268281,-11.8
414,1.48269790036,0.0,0.0,0.0,19.8890318307,-12.2
415,1.49302774626,0.0,0.40131,0.0,19.8154294229,-12.4
416,1.47358179342,0.0,0.0,0.0,19.9041155261,-11.4
417,0.0,0.0,0.0,0.0,21.0766768283,-10.0
418,0.0,0.0,0.0,0.0,23.4926791807,-8.9
419,0.0,0.0,0.0,0.0,25.279676152,-7.1
420,0.0,-4.51097041454,0.0,0.0,26.4256132313,-6.3
421,0.0,-5.52230829207,0.0,0.0,26.1949568532,-3.3
422,0.0,-2.61714760967,0.0,0.0,26.0960255302,-3.1
423,0.0,0.0,0.0,0.0,24.8154753029,-3.6
424,0.0,0.0,0.40131,0.0,23.8760737694,-4.6
425,0.0,0.0,0.40131,0.0,22.7404151541,-7.4
426,0.0,0.0,0.40131,0.0,21.7648571518,-7.6
427,0.0,0.0,0.0,0.0,21.2099862293,-6.1
428,0.0,0.0,0.0,0.0,20.6522253618,-6.8
429,0.0,0.0,0.0,0.0,20.1314579546,-5.5
430,0.981406435526,0.0,0.0,0.0,20.0999189225,-5.2
431,0.96857442672,0.0,0.0,0.0,20.061704992,-5.2
432,0.987802076591,0.0,0.0,0.0,20.0275190846,-5.5
433,1.00370234843,0.0,0.0,0.0,20.0016541025,-5.5
434,1.46739590431,0.0,0.0,0.0,19.9654863889,-5.5
435,0.981860504977,0.0,0.0,0.0,19.9274264112,-5.3
436,0.995182145999,0.0,0.0,0.0,19.9042434578,-5.0
437,1.00460847451,0.0,0.0,0.0,19.8867032863,-5.0
